Seed,Name,Perfection,Shield Strength,Health,LS Tanks,SP Power,Drain,Sprint
93615,Relinquished Generator,0,,,,,,10%
93616,Writhing Dampener,0.092,,,,,13%,
93617,Relinquished Battery,0.15,25%,,,,,
93618,Writhing Stasis Tank,0.045,,,15%,,7%,
93619,Anointed Dampener,0.112,30%,,5%,,,16%
93620,Doomed Harmoniser,0.121,,,31%,,,21%
93621,Nanite-Marked Heat Sink,0.003,,,,2%,,
93622,Nanite-Marked Filter,0.111,,,51%,,,
93623,Polymorphous Capacitor,0.132,,,,,16%,
93624,Writhing Dynamo,0.442,34%,33%,,,,29%
93625,Glassy Harmoniser,0.045,,33%,11%,3%,6%,
93626,Polymorphous Bulwark,0.219,,,96%,,,
93627,Haunted Stabiliser,0.287,25%,,6%,45%,,22%
93628,Impossible Shield Tanks,0.132,,,,,16%,
93629,Glassy Loom,0.24,34%,,,,,
93630,Watery Stabiliser,0.007,,,,3%,,
93631,Non-compliant Filter,0.24,,,105%,,,
93632,Aeronic Capacitor,0.206,,,,62%,,
93633,Anomalous Turbine,0.107,,,,,,31%
93634,Glassy Diffuser,0.24,34%,,,,,
93635,Glassy Stasis Tank,0.171,,,,,19%,
93636,Doomed Battery,0.191,32%,33%,8%,,8%,
93637,Impossible Harmoniser,0.043,,,,9%,6%,
93638,Writhing Bulwark,0.081,,,,25%,,
93639,Anomalous Turbine,0.064,,33%,10%,,8%,13%
93640,Doomed Diffuser,0.219,,33%,,9%,24%,
93641,Crimson Dynamo,0.287,,33%,59%,,,14%
93642,Salvaged Load Balancer,0.015,,,,,,13%
93643,Extinguished Load Balancer,0.342,34%,33%,,,8%,15%
93644,Watery Regulator,0.25,,33%,,,,
93645,Anomalous Diffuser,0.25,,33%,,,,
93646,Anointed Energy Field,0.224,,,98%,,,
93647,Anointed Loom,0.005,,,,,,11%
93648,Extinguished Dampener,0.25,,33%,,,,
93649,Anomalous Dampener,0.019,10%,33%,,,,
93650,Aeronic Capacitor,0.003,,,,2%,,
93651,Relinquished Dampener,0.092,,,,,,28%
93652,Released Loom,0.25,,33%,,,,
93653,Haunted Exhaust,0.25,,33%,,,,
93654,Nanite-Marked Filter,0.033,,,6%,5%,8%,11%
93655,Rescued Dynamo,0,,,,,,10%
93656,Writhing Harvester,0.24,34%,,,,,
93657,Rescued Harvester,0.181,,33%,,25%,,15%
93658,Non-compliant Exhaust,0.05,,33%,,,,14%
93659,Writhing Harvester,0.489,,33%,83%,,12%,10%
93660,Anointed Loom,0.169,34%,,14%,4%,,16%
93661,Polymorphous Shield Tanks,0.25,,33%,,,,
93662,Writhing Shield Tanks,0.25,,33%,,,,
93663,Anomalous Exhaust,0.25,,33%,,,,
93664,Salvaged Shield Tanks,0.25,,33%,,,,
93665,Rescued Dampener,0.067,,33%,,10%,,
93666,Writhing Exhaust,0.189,,,5%,68%,,
93667,Anomalous Stabiliser,0.101,12%,33%,14%,,9%,
93668,Writhing Regulator,0.046,,33%,8%,,6%,14%
93669,Anomalous Capacitor,0.088,,,,27%,,
93670,Released Dynamo,0.112,,,,,,32%
93671,Glassy Battery,0.139,,,,,8%,27%
93672,Cursed Load Balancer,0.041,,,22%,,,
93673,Haunted Bulwark,0.25,,33%,,,,
93674,Impossible Generator,0.026,,,,,8%,
93675,Nanite-Marked Stasis Tank,0.23,33%,,,,,
93676,Cursed Stasis Tank,0.204,34%,33%,15%,,,11%
93677,Extinguished Capacitor,0.029,,,6%,3%,8%,12%
93678,Anomalous Generator,0.047,,,,15%,,
93679,Forsaken Heat Sink,0.198,34%,33%,,2%,,
93680,Anomalous Generator,0.05,,,26%,,,
93681,Anomalous Stabiliser,0.331,,,,63%,6%,
93682,Non-compliant Stabiliser,0.013,,,,,7%,
93683,Released Load Balancer,0.014,,,,5%,,
93684,Impossible Harmoniser,0.25,,33%,,,,
93685,Glassy Energy Field,0.25,,33%,,,,
93686,Haunted Harmoniser,0.137,,,38%,,,19%
93687,Salvaged Harmoniser,0.137,,,45%,,,12%
93688,Polymorphous Harvester,0.074,,33%,12%,8%,,12%
93689,Forsaken Regulator,0.25,,33%,,,,
93690,Crimson Heat Sink,0.309,,33%,,27%,,34%
93691,Anomalous Stasis Tank,0.154,33%,33%,8%,,,10%
93692,Haunted Battery,0.078,,,,24%,,
93693,Relinquished Heat Sink,0.199,,,,60%,,
93694,Anomalous Energy Field,0.04,,33%,,6%,,
93695,Nanite-Marked Loom,0.223,31%,33%,16%,,6%,
93696,Forsaken Dampener,0.205,31%,,,11%,7%,12%
93697,Watery Harmoniser,0.158,,,,,18%,
93698,Impossible Battery,0.25,,33%,,,,
93699,Haunted Exhaust,0.003,,,,2%,,
93700,Extinguished Exhaust,0.053,,,,,10%,
93701,Salvaged Heat Sink,0.25,,33%,,,,
93702,Anomalous Dynamo,0,,,5%,,,
93703,Polymorphous Battery,0.25,,33%,,,,
93704,Relinquished Shield Tanks,0.136,22%,,,,6%,
93705,Anointed Load Balancer,0.066,,,,,11%,
93706,Aeronic Stasis Tank,0.2,30%,,,,,
93707,Salvaged Battery,0.379,34%,,,52%,,
93708,Salvaged Exhaust,0.033,,,,2%,11%,
93709,Aeronic Capacitor,0.005,,,,,,11%
93710,Extinguished Harvester,0.039,,,,,9%,
93711,Released Exhaust,0,,,,,6%,
93712,Doomed Heat Sink,0.017,,,12%,,,
93713,Doomed Diffuser,0.24,34%,,,,,
93714,Crimson Loom,0.204,,,,,,50%
93715,Crimson Regulator,0.02,12%,,,,,
93716,Writhing Generator,0.274,34%,,,31%,,
93717,Polymorphous Filter,0.23,33%,,,,,
93718,Writhing Dynamo,0.25,,33%,,,,
93719,Crimson Shield Tanks,0.21,31%,,,,,
93720,Extinguished Harvester,0,,,,,6%,
93721,Forsaken Stasis Tank,0.117,,,,,,33%
93722,Anointed Diffuser,0.007,,,,3%,,
93723,Cursed Dampener,0.013,,,,,7%,
93724,Relinquished Regulator,0.163,,,,,,42%
93725,Cursed Loom,0.21,31%,,,,,
93726,Glassy Battery,0.106,,,,2%,7%,28%
93727,Released Load Balancer,0.071,,,,,,24%
93728,Polymorphous Energy Field,0.019,,,13%,,,
93729,Polymorphous Heat Sink,0.396,33%,,75%,,,11%
93730,Non-compliant Regulator,0.13,23%,,,,,
93731,Polymorphous Harvester,0.166,,,,2%,20%,26%
93732,Relinquished Dynamo,0.199,,33%,,,13%,
93733,Aeronic Capacitor,0.224,,33%,,,14%,
93734,Anomalous Dampener,0.066,,,,,11%,
93735,Relinquished Heat Sink,0.02,,,,,,14%
93736,Writhing Capacitor,0.041,,,,,,18%
93737,Watery Dampener,0.659,34%,,93%,41%,,24%
93738,Non-compliant Energy Field,0.25,,33%,,,,
93739,Rescued Generator,0.12,,,55%,,,
93740,Rescued Stasis Tank,0.352,,,108%,,,15%
93741,Rescued Shield Tanks,0,,,,,,10%
93742,Writhing Harmoniser,0.219,,,96%,,,
93743,Aeronic Dynamo,0.19,29%,,,,,
93744,Crimson Dynamo,0.184,31%,,14%,11%,,16%
93745,Writhing Loom,0,,,5%,,,
93746,Cursed Diffuser,0.305,,,,38%,,48%
93747,Salvaged Stasis Tank,0.25,,33%,,,,
93748,Haunted Dampener,0.25,,33%,,,,
93749,Polymorphous Generator,0.633,22%,33%,102%,,,
93750,Haunted Harmoniser,0.105,11%,,,21%,,
93751,Doomed Heat Sink,0.198,32%,33%,9%,,8%,
93752,Haunted Filter,0.041,,,,,,18%
93753,Non-compliant Generator,0.01,,,9%,,,
93754,Rescued Filter,0.23,33%,,,,,
93755,Glassy Shield Tanks,0.432,29%,,,,25%,
93756,Salvaged Filter,0.026,,,,,8%,
93757,Forsaken Dampener,0.301,,,40%,73%,,
93758,Salvaged Diffuser,0.15,25%,,,,,
93759,Aeronic Diffuser,0.122,,,,,,34%
93760,Non-compliant Exhaust,0.252,34%,33%,30%,2%,,
93761,Relinquished Harvester,0.139,13%,33%,,,13%,12%
93762,Crimson Dampener,0.25,,33%,,,,
93763,Polymorphous Capacitor,0.175,,,78%,,,
93764,Writhing Stabiliser,0.066,,,,,,23%
93765,Released Loom,0.21,31%,33%,,6%,,14%
93766,Watery Generator,0.098,,33%,,7%,8%,15%
93767,Haunted Turbine,0,,,,,,10%
93768,Relinquished Harmoniser,0.235,,,,,,56%
93769,Salvaged Harvester,0.18,28%,,,,,
93770,Cursed Generator,0.158,,,,,18%,
93771,Released Harvester,0,,,,,,10%
93772,Anointed Heat Sink,0.014,,33%,7%,,,
93773,Anointed Regulator,0.067,,33%,18%,,,
93774,Relinquished Generator,0.014,,,,5%,,
93775,Watery Harmoniser,0.296,33%,33%,,11%,7%,
93776,Rescued Heat Sink,0.064,,33%,5%,,,22%
93777,Watery Diffuser,0.168,32%,,15%,6%,6%,
93778,Forsaken Bulwark,0.278,,,,,10%,44%
93779,Haunted Dynamo,0.143,18%,,,2%,,29%
93780,Cursed Heat Sink,0.235,,,,,,56%
93781,Released Diffuser,0.049,,33%,,,7%,
93782,Forsaken Stabiliser,0.224,,,,,23%,
93783,Nanite-Marked Heat Sink,0.024,,33%,,,6%,
93784,Watery Stabiliser,0.11,21%,,,,,
93785,Writhing Dynamo,0.229,32%,33%,,4%,7%,
93786,Nanite-Marked Shield Tanks,0.105,,,,,18%,12%
93787,Relinquished Bulwark,0.48,,33%,,,,57%
93788,Doomed Heat Sink,0.024,,33%,,,6%,
93789,Impossible Dynamo,0.153,22%,,5%,,,34%
93790,Anomalous Diffuser,0.191,32%,33%,8%,,8%,
93791,Salvaged Regulator,0.145,,,,,17%,
93792,Nanite-Marked Heat Sink,0.25,,33%,,,,
93793,Haunted Stabiliser,0.139,,,,42%,,
93794,Glassy Filter,0.07,,,34%,,,
93795,Aeronic Load Balancer,0.25,,33%,,,,
93796,Released Diffuser,0.304,,,42%,56%,,10%
93797,Watery Load Balancer,0.01,,,,,,12%
93798,Crimson Bulwark,0.083,31%,,5%,,,
93799,Haunted Diffuser,0.557,34%,,,,18%,43%
93800,Haunted Heat Sink,0,,,,,6%,
93801,Nanite-Marked Shield Tanks,0.402,34%,33%,,,,25%
93802,Writhing Energy Field,0.346,27%,33%,,,,
93803,Rescued Battery,0.01,,,,,,12%
93804,Released Diffuser,0.013,,,,,7%,
93805,Aeronic Stabiliser,0.489,34%,,,,25%,
93806,Impossible Generator,0,,,,,,10%
93807,Rescued Battery,0.426,34%,,,,6%,39%
93808,Salvaged Diffuser,0.231,,,101%,,,
93809,Haunted Loom,0.005,,,7%,,,
93810,Non-compliant Diffuser,0.25,,33%,,,,
93811,Crimson Harvester,0.24,34%,,,,,
93812,Glassy Stasis Tank,0.01,11%,,,,,
93813,Anointed Harvester,0.107,,,,,,31%
93814,Released Stabiliser,0.198,31%,33%,11%,,,17%
93815,Salvaged Load Balancer,0.077,,,,,,25%
93816,Extinguished Stabiliser,0,,,,,6%,
93817,Polymorphous Shield Tanks,0.247,,,,74%,,
93818,Writhing Exhaust,0.002,,,6%,,,
93819,Glassy Turbine,0.039,,,,,9%,
93820,Salvaged Exhaust,0.074,13%,,,,12%,10%
93821,Watery Filter,0.2,34%,,17%,9%,6%,
93822,Watery Shield Tanks,0.097,,,,3%,18%,14%
93823,Writhing Heat Sink,0.174,,,,44%,,10%
93824,Aeronic Filter,0.21,31%,,,,,
93825,Cursed Bulwark,0.21,31%,,,,,
93826,Extinguished Regulator,0.25,,33%,,,,
93827,Anomalous Dampener,0.24,34%,,,,,
93828,Extinguished Capacitor,0.034,,,,11%,,
93829,Polymorphous Stabiliser,0.101,,,,31%,,
93830,Doomed Bulwark,0.171,,,,,19%,
93831,Impossible Diffuser,0.168,,,,,,43%
93832,Aeronic Exhaust,0.237,,,,,24%,
93833,Anomalous Dynamo,0.024,,,,8%,,
93834,Relinquished Heat Sink,0.226,30%,,43%,,,
93835,Doomed Dynamo,0.172,,,,52%,,
93836,Glassy Bulwark,0.167,20%,,,24%,,
93837,Released Generator,0.403,10%,,,66%,,25%
93838,Haunted Filter,0.093,,,19%,5%,7%,14%
93839,Polymorphous Harvester,0.24,34%,,,,,
93840,Doomed Shield Tanks,0.098,,,,30%,,
93841,Anomalous Generator,0.145,,,,,17%,
93842,Salvaged Battery,0.218,33%,33%,17%,9%,,
93843,Haunted Battery,0.25,,,,,25%,
93844,Polymorphous Loom,0.199,31%,,,6%,7%,16%
93845,Aeronic Diffuser,0.117,,,,,,33%
93846,Salvaged Harmoniser,0.13,23%,,,,,
93847,Cursed Exhaust,0.088,,33%,,,13%,10%
93848,Haunted Filter,0.056,,33%,,6%,7%,11%
93849,Extinguished Exhaust,0.027,,,,9%,,
93850,Aeronic Shield Tanks,0.21,,,49%,7%,6%,12%
93851,Doomed Exhaust,0.129,,33%,,9%,13%,
93852,Relinquished Turbine,0.014,,,,5%,,
93853,Aeronic Exhaust,0.005,,,7%,,,
93854,Rescued Dynamo,0.423,,33%,58%,48%,,
93855,Released Energy Field,0,,,,,6%,
93856,Doomed Battery,0.15,25%,,,,,
93857,Relinquished Filter,0.189,,,,,,47%
93858,Extinguished Heat Sink,0.217,31%,33%,13%,,8%,
93859,Writhing Harmoniser,0.25,,33%,,,,
93860,Released Heat Sink,0.039,,,,,9%,
93861,Haunted Dynamo,0.18,33%,,25%,2%,,11%
93862,Doomed Regulator,0.197,,,,,21%,
93863,Non-compliant Loom,0.24,34%,,,,,
93864,Cursed Load Balancer,0.129,,33%,31%,,,
93865,Salvaged Stasis Tank,0.02,,33%,,3%,,
93866,Cursed Turbine,0.097,,,,,,29%
93867,Crimson Filter,0.25,,33%,,,,
93868,Relinquished Stabiliser,0.041,,,22%,,,
93869,Watery Capacitor,0.01,,,,4%,,
93870,Anomalous Stasis Tank,0.075,,,36%,,,
93871,Watery Generator,0.04,,33%,,,,13%
93872,Nanite-Marked Dampener,0.067,,,33%,,,
93873,Released Generator,0.25,,33%,,,,
93874,Haunted Harvester,0.25,,33%,,,,
93875,Relinquished Bulwark,0.25,,33%,,,,
93876,Aeronic Heat Sink,0.247,,,,74%,,
93877,Non-compliant Harmoniser,0.5,,33%,,,25%,
93878,Relinquished Filter,0.215,,,37%,6%,25%,
93879,Cursed Energy Field,0.003,,,,2%,,
93880,Forsaken Battery,0.066,,,,,11%,
93881,Cursed Heat Sink,0.308,,33%,,47%,,14%
93882,Nanite-Marked Generator,0.066,,,,,11%,
93883,Watery Bulwark,0.02,,,,4%,,12%
93884,Crimson Bulwark,0.022,,,14%,,,
93885,Writhing Energy Field,0.468,,,55%,,24%,49%
93886,Doomed Harmoniser,0.159,34%,,,8%,,
93887,Impossible Diffuser,0.088,,,26%,,,16%
93888,Haunted Diffuser,0.055,,,28%,,,
93889,Salvaged Bulwark,0.039,,,,,9%,
93890,Extinguished Exhaust,0.176,,33%,41%,,,
93891,Relinquished Dampener,0.031,,,18%,,,
93892,Writhing Turbine,0.23,33%,,,,,
93893,Released Heat Sink,0.24,34%,,,,,
93894,Polymorphous Harmoniser,0.169,,,11%,55%,,
93895,Impossible Load Balancer,0.237,,,,,24%,
93896,Released Shield Tanks,0.051,,,,,,20%
93897,Glassy Shield Tanks,0.09,19%,,,,,
93898,Aeronic Dampener,0.24,34%,,,,,
93899,Crimson Loom,0.003,,,,2%,,
93900,Aeronic Dynamo,0.055,,,,2%,15%,
93901,Aeronic Turbine,0.289,,33%,42%,,13%,15%
93902,Forsaken Stasis Tank,0,,,5%,,,
93903,Watery Stabiliser,0.183,,,,,10%,31%
93904,Cursed Load Balancer,0.196,,,,59%,,
93905,Anointed Capacitor,0.481,34%,33%,,,,
93906,Aeronic Exhaust,0.003,,,,2%,,
93907,Nanite-Marked Load Balancer,0.194,,,,,,48%
93908,Nanite-Marked Battery,0.162,,,,49%,,
93909,Polymorphous Turbine,0.296,34%,33%,,10%,7%,
93910,Crimson Generator,0.22,32%,,,,,
93911,Doomed Capacitor,0.25,,33%,,,,
93912,Released Stasis Tank,0.185,,,82%,,,
93913,Anomalous Stasis Tank,0.047,,,,15%,,
93914,Relinquished Regulator,0.02,,33%,,,,11%
93915,Watery Stabiliser,0.092,,,,,13%,
93916,Doomed Generator,0.16,26%,,,,,
93917,Aeronic Regulator,0.19,,33%,44%,,,
93918,Nanite-Marked Diffuser,0,,,,,6%,
93919,Released Harmoniser,0.003,,,,2%,,
93920,Polymorphous Regulator,0.2,30%,,,,,
93921,Forsaken Stabiliser,0.23,,,,,,55%
93922,Polymorphous Stasis Tank,0.074,,33%,,,8%,
93923,Anointed Diffuser,0.048,,,25%,,,
93924,Cursed Capacitor,0.38,,,,59%,19%,11%
93925,Rescued Bulwark,0.005,,33%,5%,,,
93926,Non-compliant Filter,0.25,,33%,,,,
93927,Impossible Stasis Tank,0.25,,33%,,,,
93928,Doomed Loom,0.145,,,,,17%,
93929,Glassy Dampener,0.076,,,10%,,,28%
93930,Impossible Battery,0.118,,,,,15%,
93931,Crimson Diffuser,0.19,31%,33%,,6%,,11%
93932,Watery Dampener,0.002,,,6%,,,
93933,Polymorphous Harmoniser,0.068,16%,,,,6%,
93934,Writhing Diffuser,0.108,,,,33%,,
93935,Salvaged Bulwark,0.261,26%,,,,13%,
93936,Writhing Stabiliser,0.145,,,,,17%,
93937,Released Turbine,0.015,,33%,7%,,,10%
93938,Crimson Dynamo,0,,,,,6%,
93939,Released Heat Sink,0.209,,,92%,,,
93940,Released Capacitor,0.003,,,,2%,,
93941,Watery Capacitor,0.23,,,,,,55%
93942,Rescued Diffuser,0.003,,,,2%,,
93943,Salvaged Bulwark,0.111,,,51%,,,
93944,Writhing Harvester,0.038,,,21%,,,
93945,Salvaged Capacitor,0.69,34%,33%,,,,54%
93946,Haunted Loom,0.243,26%,,,15%,14%,
93947,Crimson Exhaust,0.128,,,,,,35%
93948,Anomalous Load Balancer,0.054,,,,17%,,
93949,Relinquished Stabiliser,0.25,,33%,,,,
93950,Extinguished Harmoniser,0.082,,,39%,,,
93951,Watery Heat Sink,0.293,29%,,63%,3%,,
93952,Nanite-Marked Capacitor,0.125,,,,38%,,
93953,Salvaged Dynamo,0.003,,,,2%,,
93954,Doomed Exhaust,0.25,,33%,,,,
93955,Anomalous Stasis Tank,0.082,,,,,,26%
93956,Salvaged Energy Field,0.053,,,,,10%,
93957,Released Exhaust,0.25,,33%,,,,
93958,Haunted Loom,0.222,31%,33%,,,,10%
93959,Relinquished Dampener,0.839,32%,33%,93%,,20%,
93960,Aeronic Bulwark,0.25,,33%,,,,
93961,Impossible Energy Field,0.25,,33%,,,,
93962,Cursed Heat Sink,0.057,,33%,9%,6%,,13%
93963,Doomed Stasis Tank,0.21,,,,35%,9%,13%
93964,Salvaged Generator,0.244,34%,33%,14%,,8%,
93965,Haunted Filter,0.15,25%,,,,,
93966,Anomalous Stabiliser,0.375,,,,,20%,47%
93967,Rescued Generator,0.098,28%,,,2%,,
93968,Watery Dynamo,0.579,32%,33%,98%,3%,,
93969,Salvaged Battery,0.25,,33%,,,,
93970,Watery Generator,0.151,,,68%,,,
93971,Glassy Loom,0.23,32%,33%,,3%,8%,
93972,Salvaged Bulwark,0.118,,,,,15%,
93973,Extinguished Load Balancer,0.262,15%,,,48%,,
93974,Doomed Capacitor,0.155,,,,47%,,
93975,Salvaged Capacitor,0.017,,,,6%,,
93976,Doomed Turbine,0.14,32%,33%,7%,4%,,
93977,Writhing Stabiliser,0.103,28%,,,3%,,
93978,Relinquished Harvester,0.07,,,34%,,,
93979,Salvaged Harvester,0.425,,33%,,,22%,
93980,Watery Energy Field,0.2,30%,,,,,
93981,Writhing Exhaust,0.22,32%,,,,,
93982,Anomalous Dynamo,0.039,,,,,9%,
93983,Extinguished Loom,0.17,27%,,,,,
93984,Cursed Regulator,0.154,,33%,,17%,10%,11%
93985,Crimson Dynamo,0.005,,,7%,,,
93986,Cursed Stasis Tank,0.078,,,,24%,,
93987,Released Energy Field,0.25,,33%,,,,
93988,Anomalous Exhaust,0.25,,33%,,,,
93989,Aeronic Stabiliser,0.25,,33%,,,,
93990,Anointed Shield Tanks,0.237,,,,,24%,
93991,Aeronic Loom,0.026,,,,,8%,
93992,Aeronic Generator,0.22,32%,,,,,
93993,Salvaged Dynamo,0.024,,,,8%,,
93994,Rescued Shield Tanks,0.024,,33%,,,6%,
93995,Rescued Exhaust,0.24,34%,,,,,
93996,Glassy Energy Field,0.02,,,,7%,,
93997,Extinguished Harvester,0.25,,33%,,,,
93998,Polymorphous Turbine,0.24,34%,,,,,
93999,Relinquished Bulwark,0.118,,,,36%,,
94000,Non-compliant Bulwark,0.25,,33%,,,,
94001,Impossible Energy Field,0.25,,33%,,,,
94002,Nanite-Marked Capacitor,0.23,33%,,,,,
94003,Glassy Stabiliser,0.145,,,,,17%,
94004,Forsaken Regulator,0.079,,,,,12%,
94005,Writhing Capacitor,0.179,,,,,,45%
94006,Extinguished Turbine,0.203,,,,61%,,
94007,Aeronic Battery,0.02,12%,,,,,
94008,Non-compliant Regulator,0.16,26%,,,,,
94009,Anomalous Turbine,0.199,,,,60%,,
94010,Rescued Exhaust,0.105,,,,,14%,
94011,Relinquished Generator,0,,,,,6%,
94012,Nanite-Marked Generator,0.25,,33%,,,,
94013,Rescued Regulator,0.007,,,,3%,,
94014,Watery Heat Sink,0.299,31%,33%,,,8%,14%
94015,Forsaken Turbine,0.012,,,10%,,,
94016,Glassy Dampener,0.02,12%,,,,,
94017,Extinguished Dynamo,0.132,,,,,16%,
94018,Rescued Capacitor,0.027,,33%,,4%,,
94019,Polymorphous Regulator,0.092,,,,,,28%
94020,Rescued Turbine,0.25,,33%,,,,
94021,Aeronic Diffuser,0,,,5%,,,
94022,Relinquished Loom,0.231,32%,,,,,22%
94023,Salvaged Exhaust,0.139,34%,,,4%,,
94024,Forsaken Dynamo,0.123,,,,5%,18%,17%
94025,Nanite-Marked Dynamo,0.053,,,27%,,,
94026,Watery Turbine,0.132,,,,,16%,
94027,Salvaged Harvester,0.118,,,,,15%,
94028,Extinguished Harvester,0.25,,33%,,,,
94029,Anomalous Load Balancer,0.179,,,,,,45%
94030,Writhing Harvester,0.132,,,,40%,,
94031,Anointed Shield Tanks,0.158,,,,,18%,
94032,Doomed Load Balancer,0,,,,,,10%
94033,Cursed Dampener,0.15,25%,,,,,
94034,Crimson Harvester,0.145,,,,,17%,
94035,Nanite-Marked Loom,0.617,28%,33%,,,24%,
94036,Impossible Turbine,0.041,,,,13%,,
94037,Forsaken Filter,0.432,30%,,,,24%,
94038,Relinquished Dynamo,0.372,34%,,,,,41%
94039,Forsaken Generator,0.24,34%,,,,,
94040,Anomalous Energy Field,0.198,17%,,,4%,6%,33%
94041,Aeronic Stabiliser,0.02,,,,7%,,
94042,Relinquished Stabiliser,0.547,28%,33%,,55%,,
94043,Aeronic Filter,0.364,,,47%,40%,6%,19%
94044,Watery Regulator,0.016,,,,4%,6%,
94045,Anomalous Generator,0.25,,33%,,,,
94046,Released Turbine,0.013,,,,,7%,
94047,Anointed Capacitor,0.25,,33%,,,,
94048,Aeronic Capacitor,0,,,5%,,,
94049,Glassy Harvester,0.068,,,,21%,,
94050,Forsaken Harmoniser,0.168,,,,,,43%
94051,Aeronic Regulator,0.095,11%,33%,,,7%,16%
94052,Watery Turbine,0.238,,,104%,,,
94053,Anointed Loom,0.144,33%,,8%,,8%,
94054,Extinguished Load Balancer,0.197,,,,,21%,
94055,Doomed Turbine,0.24,34%,,,,,
94056,Doomed Harvester,0.115,,,53%,,,
94057,Aeronic Turbine,0,,,,,6%,
94058,Watery Dampener,0.118,,,,,15%,
94059,Rescued Capacitor,0.25,,33%,,,,
94060,Polymorphous Shield Tanks,0.24,,,,,,57%
94061,Extinguished Stasis Tank,0.25,,33%,,,,
94062,Crimson Diffuser,0.05,15%,,,,,
94063,Impossible Stasis Tank,0.4,34%,,84%,,,
94064,Released Dynamo,0.25,,33%,,,,
94065,Salvaged Heat Sink,0.25,,,109%,,,
94066,Haunted Filter,0.397,,33%,67%,,9%,
94067,Salvaged Stasis Tank,0.343,,,82%,46%,,
94068,Forsaken Harmoniser,0.215,34%,,15%,,7%,17%
94069,Doomed Filter,0.067,,,33%,,,
94070,Rescued Diffuser,0.369,34%,,76%,,,
94071,Anointed Loom,0.23,,,,,,55%
94072,Anointed Harvester,0.184,,,,,20%,
94073,Impossible Generator,0,,,,,,10%
94074,Extinguished Stasis Tank,0.045,,,,4%,,18%
94075,Impossible Capacitor,0.053,,,,,10%,
94076,Salvaged Shield Tanks,0.002,,,6%,,,
94077,Writhing Harvester,0.105,,,,,14%,
94078,Released Loom,0.157,26%,,5%,27%,,
94079,Crimson Diffuser,0.128,,,,,,35%
94080,Watery Diffuser,0.31,,33%,69%,,,
94081,Aeronic Stabiliser,0.07,17%,,,,,
94082,Writhing Filter,0.046,,,,,,19%
94083,Relinquished Dynamo,0,,,,,,10%
94084,Non-compliant Stasis Tank,0.05,,,26%,,,
94085,Glassy Dampener,0.024,,,,8%,,
94086,Impossible Load Balancer,0.375,27%,,,,22%,
94087,Anointed Exhaust,0.04,14%,,,,,
94088,Writhing Filter,0.118,,,,,15%,
94089,Extinguished Regulator,0.25,,33%,,,,
94090,Non-compliant Exhaust,0.24,34%,,,,,
94091,Relinquished Regulator,0.06,,33%,,9%,,
94092,Released Turbine,0.122,,,,,,34%
94093,Forsaken Diffuser,0.027,,,,9%,,
94094,Doomed Capacitor,0.077,,,,,,25%
94095,Doomed Stabiliser,0.007,,,,3%,,
94096,Writhing Shield Tanks,0.142,34%,,17%,,,
94097,Released Generator,0.024,,33%,,,6%,
94098,Nanite-Marked Bulwark,0.145,,,6%,,,53%
94099,Crimson Dampener,0.056,,,,,,21%
94100,Cursed Loom,0.353,,,68%,38%,,17%
94101,Writhing Load Balancer,0.321,14%,33%,,39%,,
94102,Non-compliant Diffuser,0.134,16%,33%,,,,
94103,Haunted Dampener,0.029,,,,,6%,14%
94104,Relinquished Stasis Tank,0.161,,,72%,,,
94105,Anomalous Loom,0.005,,33%,5%,,,
94106,Rescued Exhaust,0.079,,,,,12%,
94107,Anointed Diffuser,0.21,33%,,17%,,6%,16%
94108,Rescued Energy Field,0.082,,,39%,,,
94109,Watery Turbine,0.072,,,35%,,,
94110,Haunted Stasis Tank,0.177,34%,33%,6%,,6%,
94111,Nanite-Marked Dampener,0.111,,,,34%,,
94112,Relinquished Regulator,0.152,,33%,36%,,,
94113,Salvaged Battery,0.257,34%,33%,18%,,6%,
94114,Anointed Diffuser,0.105,,,,,14%,
94115,Polymorphous Heat Sink,0.25,,33%,,,,
94116,Watery Loom,0.059,,33%,5%,,,21%
94117,Haunted Load Balancer,0.092,,,,,13%,
94118,Haunted Heat Sink,0.015,,,,,,13%
94119,Aeronic Exhaust,0.104,,,40%,3%,,
94120,Polymorphous Loom,0.087,,33%,5%,,19%,
94121,Non-compliant Harmoniser,0.044,,,,14%,,
94122,Salvaged Dynamo,0.25,,33%,,,,
94123,Relinquished Loom,0.17,32%,,,3%,8%,12%
94124,Salvaged Dynamo,0,,,5%,,,
94125,Writhing Diffuser,0,,,,,6%,
94126,Relinquished Turbine,0.23,33%,,,,,
94127,Doomed Shield Tanks,0.23,33%,,,,,
94128,Doomed Dynamo,0,,,5%,,,
94129,Cursed Dampener,0.149,33%,,16%,2%,,12%
94130,Aeronic Heat Sink,0.45,,33%,,,23%,
94131,Rescued Harvester,0.507,,33%,,64%,,30%
94132,Forsaken Heat Sink,0.149,,,67%,,,
94133,Aeronic Shield Tanks,0.133,,,,,,36%
94134,Anomalous Turbine,0.456,24%,33%,69%,,,
94135,Watery Shield Tanks,0.25,,,,,,59%
94136,Doomed Dynamo,0.173,,,77%,,,
94137,Crimson Exhaust,0.003,,,,2%,,
94138,Extinguished Shield Tanks,0.118,,,,,15%,
94139,Crimson Generator,0.022,,,14%,,,
94140,Extinguished Battery,0.043,,33%,13%,,,
